0.000000	0.000000	-inf
0.000000	0.001500	0.990446
0.000000	0.003000	1.303164
0.000000	0.004500	1.470143
0.000000	0.006000	1.597769
0.000000	0.007500	1.695125
0.000000	0.009000	1.773354
0.000000	0.010500	1.839398
0.000000	0.012000	1.890952
0.000000	0.013500	1.946642
0.000000	0.015000	1.996371
0.000000	0.016500	2.034734
0.000000	0.018000	2.083434
0.000000	0.019500	2.104296
0.000000	0.021000	2.147165
0.000000	0.022500	2.171741
0.000000	0.024000	2.204122
0.000000	0.025500	2.231328
0.000000	0.027000	2.255515
0.000000	0.028500	2.286566
0.000000	0.030000	2.303556
0.000000	0.031500	2.330518
0.000000	0.033000	2.357162
0.000000	0.034500	2.381914
0.000000	0.036000	2.392119
0.000000	0.037500	2.417846
0.000000	0.039000	2.443041
0.000000	0.040500	2.458797
0.000000	0.042000	2.476862
0.000000	0.043500	2.506103
0.000000	0.045000	2.528469
0.000000	0.046500	2.545963
0.000000	0.048000	2.567844
0.000000	0.049500	2.592182
0.000000	0.051000	2.619362
0.000000	0.052500	2.631704
0.000000	0.054000	2.664652
0.000000	0.055500	2.686495
0.000000	0.057000	2.713147
0.000000	0.058500	2.732035
0.000000	0.060000	2.756218
0.000000	0.061500	2.784185
0.000000	0.063000	2.812306
0.000000	0.064500	2.830269
0.000000	0.066000	2.860140
0.000000	0.067500	2.887962
0.000000	0.069000	2.914128
0.000000	0.070500	2.936847
0.000000	0.072000	2.955011
0.000000	0.073500	2.990042
0.000000	0.075000	3.018587
0.000000	0.076500	3.041024
0.000000	0.078000	3.067746
0.000000	0.079500	3.103484
0.000000	0.081000	3.121590
0.000000	0.082500	3.143907
0.000000	0.084000	3.170663
0.000000	0.085500	3.198682
0.000000	0.087000	3.218998
0.000000	0.088500	3.247410
0.000000	0.090000	3.267697
0.000000	0.091500	3.301285
0.000000	0.093000	3.321365
0.000000	0.094500	3.347002
0.000000	0.096000	3.380827
0.000000	0.097500	3.406001
0.000000	0.099000	3.418753
0.000000	0.100500	3.440391
0.000000	0.102000	3.474362
0.000000	0.103500	3.494599
0.000000	0.105000	3.515628
0.000000	0.106500	3.535768
0.000000	0.108000	3.567071
0.000000	0.109500	3.590446
0.000000	0.111000	3.599086
0.000000	0.112500	3.626286
0.000000	0.114000	3.646890
0.000000	0.115500	3.674653
0.000000	0.117000	3.691518
0.000000	0.118500	3.710701
0.000000	0.120000	3.733983
0.000000	0.121500	3.756051
0.000000	0.123000	3.772204
0.000000	0.124500	3.795524
0.000000	0.126000	3.812291
0.000000	0.127500	3.839818
0.000000	0.129000	3.854581
0.000000	0.130500	3.874762
0.000000	0.132000	3.901977
0.000000	0.133500	3.912998
0.000000	0.135000	3.930959
0.000000	0.136500	3.948889
0.000000	0.138000	3.968712
0.000000	0.139500	3.996560
0.000000	0.141000	4.012893
0.000000	0.142500	4.030823
0.000000	0.144000	4.042449
0.000000	0.145500	4.055958
0.000000	0.147000	4.080415
0.000000	0.148500	4.101650
0.000000	0.150000	4.116229
0.000000	0.151500	4.139121
0.000000	0.153000	4.146313
0.000000	0.154500	4.173561
0.000000	0.156000	4.183492
0.000000	0.157500	4.203830
0.000000	0.159000	4.219140
0.000000	0.160500	4.233778
0.000000	0.162000	4.257239
0.000000	0.163500	4.266239
0.000000	0.165000	4.289318
0.000000	0.166500	4.296283
0.000000	0.168000	4.316690
0.000000	0.169500	4.327498
0.000000	0.171000	4.345910
0.000000	0.172500	4.367610
0.000000	0.174000	4.380386
0.000000	0.175500	4.389895
0.000000	0.177000	4.407480
0.000000	0.178500	4.424915
0.000000	0.180000	4.445669
0.000000	0.181500	4.456839
0.000000	0.183000	4.467938
0.000000	0.184500	4.482980
0.000000	0.186000	4.507181
0.000000	0.187500	4.520150
0.000000	0.189000	4.528043
0.000000	0.190500	4.545040
0.000000	0.192000	4.561641
0.000000	0.193500	4.577704
0.000000	0.195000	4.595538
0.000000	0.196500	4.600473
0.000000	0.198000	4.617920
0.000000	0.199500	4.638656
0.000000	0.201000	4.646691
0.000000	0.202500	4.659637
0.000000	0.204000	4.678323
0.000000	0.205500	4.686834
0.000000	0.207000	4.694620
0.000000	0.208500	4.715045
0.000000	0.210000	4.729473
0.000000	0.211500	4.743172
0.000000	0.213000	4.759993
0.000000	0.214500	4.771697
0.000000	0.216000	4.788034
0.000000	0.217500	4.803284
0.000000	0.219000	4.810340
0.000000	0.220500	4.825655
0.000000	0.222000	4.835566
0.000000	0.223500	4.848716
0.000000	0.225000	4.865949
0.000000	0.226500	4.881853
0.000000	0.228000	4.890880
0.000000	0.229500	4.907394
0.000000	0.231000	4.924942
0.000000	0.232500	4.931910
0.000000	0.234000	4.940304
0.000000	0.235500	4.953547
0.000000	0.237000	4.971124
0.000000	0.238500	4.980383
0.000000	0.240000	4.995897
0.000000	0.241500	5.013334
0.000000	0.243000	5.016348
0.000000	0.244500	5.032069
0.000000	0.246000	5.037528
0.000000	0.247500	5.062651
0.000000	0.249000	5.067854
0.000000	0.250500	5.080359
0.000000	0.252000	5.099641
0.000000	0.253500	5.115083
0.000000	0.255000	5.119982
0.000000	0.256500	5.142703
0.000000	0.258000	5.144510
0.000000	0.259500	5.159861
0.000000	0.261000	5.172964
0.000000	0.262500	5.171252
0.000000	0.264000	5.196447
0.000000	0.265500	5.199815
0.000000	0.267000	5.216409
0.000000	0.268500	5.220199
0.000000	0.270000	5.235203
0.000000	0.271500	5.231144
0.000000	0.273000	5.233110
0.000000	0.274500	5.219821
0.000000	0.276000	5.243852
0.000000	0.277500	5.635235
0.000000	0.279000	5.605684
0.000000	0.280500	5.583921
0.000000	0.282000	5.573699
0.000000	0.283500	5.561290
0.000000	0.285000	5.568694
0.000000	0.286500	5.563169
0.000000	0.288000	5.558279
0.000000	0.289500	5.537404
0.000000	0.291000	5.610478
0.000000	0.292500	5.508413
0.000000	0.294000	5.505357
0.000000	0.295500	5.524413
0.000000	0.297000	5.518397
0.000000	0.298500	5.532940
0.000000	0.300000	5.552979
0.000000	0.301500	5.561742
0.000000	0.303000	5.578945
0.000000	0.304500	5.586296
0.000000	0.306000	5.600863
0.000000	0.307500	5.613294
0.000000	0.309000	5.633386
0.000000	0.310500	5.650953
0.000000	0.312000	5.658985
0.000000	0.313500	5.670390
0.000000	0.315000	5.676094
0.000000	0.316500	5.710296
0.000000	0.318000	5.711148
0.000000	0.319500	5.735416
0.000000	0.321000	5.748279
0.000000	0.322500	5.765834
0.000000	0.324000	5.771428
0.000000	0.325500	5.786637
0.000000	0.327000	5.796075
0.000000	0.328500	5.826509
0.000000	0.330000	5.836016
0.000000	0.331500	5.860454
0.000000	0.333000	5.880360
0.000000	0.334500	5.889035
0.000000	0.336000	5.912428
0.000000	0.337500	5.923273
0.000000	0.339000	5.978618
0.000000	0.340500	5.960894
0.000000	0.342000	5.979889
0.000000	0.343500	5.995129
0.000000	0.345000	6.007927
0.000000	0.346500	6.036242
0.000000	0.348000	6.052236
0.000000	0.349500	6.078897
0.000000	0.351000	6.095317
0.000000	0.352500	6.113089
0.000000	0.354000	6.142307
0.000000	0.355500	6.164057
0.000000	0.357000	5.703076
0.000000	0.358500	6.204699
0.000000	0.360000	6.227646
0.000000	0.361500	6.252367
0.000000	0.363000	6.280105
0.000000	0.364500	6.245242
0.000000	0.366000	6.349854
0.000000	0.367500	6.267467
0.000000	0.369000	9.772779
0.000000	0.370500	15.401026
0.000000	0.372000	15.553912
0.000000	0.373500	15.651909
0.000000	0.375000	15.520970
0.000000	0.376500	15.726066
0.000000	0.378000	15.299982
0.000000	0.379500	15.778081
0.000000	0.381000	15.698684
0.000000	0.382500	15.732120
0.000000	0.384000	15.717803
0.000000	0.385500	15.673802
0.000000	0.387000	15.709489
0.000000	0.388500	15.670536
0.000000	0.390000	nan
0.000000	0.391500	nan
0.000000	0.393000	nan
0.000000	0.394500	nan
0.000000	0.396000	nan
0.000000	0.397500	nan
0.000000	0.399000	nan
0.000000	0.400500	nan
0.000000	0.402000	nan
0.000000	0.403500	nan
0.000000	0.405000	nan
