0.024416	-0.014833
-0.008305	-0.027016
-0.028130	0.001952
-0.003736	0.028015
0.026440	0.010026
0.016471	-0.023298
-0.018661	-0.021291
-0.024652	0.013384
0.007986	0.027197
0.028365	-0.001536
0.005786	-0.027778
-0.025678	-0.011995
-0.016930	0.022389
0.018175	0.021691
0.025614	-0.012615
-0.005730	-0.027682
-0.028225	-0.000810
-0.006542	0.027456
0.025235	0.012735
0.018862	-0.021444
-0.016127	-0.023247
-0.026109	0.010333
0.004623	0.027958
0.028285	0.002040
0.009378	-0.026836
-0.023806	-0.015384
-0.019991	0.019664
0.014802	0.024146
0.027165	-0.008651
-0.001285	-0.028265
-0.027768	-0.005424
-0.011086	0.025880
0.022639	0.016928
0.022310	-0.017860
-0.011570	-0.025793
-0.027674	0.005141
-0.000846	0.028285
0.027270	0.007558
0.014563	-0.024505
-0.020116	-0.019939
-0.023773	0.014869
0.009304	0.026773
0.028306	-0.002610
0.005019	-0.027916
-0.025877	-0.011553
-0.016767	0.022515
0.018111	0.021743
0.025771	-0.012288
-0.005100	-0.027808
-0.028194	-0.001718
-0.007666	0.027147
0.024568	0.013976
0.020055	-0.020346
-0.014539	-0.024260
-0.026839	0.008333
0.002336	0.028228
0.027967	0.004521
0.011873	-0.025871
-0.022119	-0.017713
-0.022039	0.017326
0.011986	0.025677
0.027946	-0.005421
0.002223	-0.028241
-0.026871	-0.008954
-0.014460	0.024098
0.020109	0.019888
0.024539	-0.014629
-0.007700	-0.027196
-0.028193	0.000931
-0.005123	0.027777
0.025746	0.011679
0.018191	-0.022006
-0.016641	-0.022887
-0.025961	0.010686
0.004747	0.027937
0.028277	0.002157
0.009713	-0.026721
-0.023481	-0.015873
-0.020557	0.019067
0.013921	0.024670
0.027500	-0.007468
0.000172	-0.028306
-0.027415	-0.007051
-0.012783	0.025057
0.021346	0.018542
0.023630	-0.016069
-0.009273	-0.026701
-0.028074	0.002489
-0.003688	0.028023
0.026281	0.010439
0.017231	-0.022752
-0.017543	-0.022212
-0.025541	0.011628
0.005626	0.027776
0.028337	0.001387
0.009099	-0.026926
-0.023773	-0.015433
-0.020272	0.019371
0.014166	0.024528
0.027462	-0.007619
0.000138	-0.028306
-0.027392	-0.007136
-0.012968	0.024959
0.021132	0.018787
0.023871	-0.015706
-0.008745	-0.026879
-0.028134	0.001823
-0.004449	0.027903
0.025944	0.011241
0.017984	-0.022173
-0.016698	-0.022847
-0.026009	0.010569
0.004431	0.027987
0.028229	0.002667
0.010369	-0.026483
-0.022973	-0.016597
-0.021273	0.018260
0.012842	0.025254
0.027812	-0.006126
0.001722	-0.028270
-0.026955	-0.008686
-0.014401	0.024136
0.020008	0.019991
0.024717	-0.014325
-0.007156	-0.027346
-0.028217	0.000166
-0.006060	0.027575
0.025249	0.012712
0.019187	-0.021156
-0.015391	-0.023737
-0.026578	0.009095
0.002920	0.028177
0.028032	0.004143
0.011708	-0.025942
-0.022109	-0.017725
-0.022167	0.017161
0.011625	0.025843
0.028045	-0.004844
0.003000	-0.028178
-0.026553	-0.009869
-0.015443	0.023464
0.019150	0.020823
0.025266	-0.013317
-0.006036	-0.027617
-0.028216	-0.000973
-0.007153	0.027295
0.024725	0.013700
0.019988	-0.020411
-0.014435	-0.024323
-0.026940	0.008006
0.001777	0.028264
0.027824	0.005295
0.012790	-0.025444
-0.021308	-0.018673
-0.022947	0.016106
0.010395	0.026365
0.028229	-0.003470
0.004452	-0.028003
-0.025986	-0.011297
-0.016778	0.022508
0.017868	0.021945
0.026029	-0.011725
-0.004172	-0.027967
-0.028102	-0.002973
-0.009171	0.026653
0.023573	0.015597
0.021565	-0.018751
-0.012265	-0.025475
-0.027599	0.005485
-0.000920	0.028282
0.027133	0.008033
0.015343	-0.024035
-0.019144	-0.020865
-0.024678	0.013331
0.007232	0.027404
0.028393	-0.000034
0.007951	-0.027268
-0.024295	-0.014597
-0.019718	0.019941
0.014651	0.024237
0.027373	-0.007953
-0.000004	-0.028305
-0.027375	-0.007197
-0.013202	0.024833
0.020823	0.019132
0.024222	-0.015156
-0.007923	-0.027133
-0.028196	0.000769
-0.005665	0.027665
0.025342	0.012529
0.019188	-0.021155
-0.015220	-0.023846
-0.026710	0.008711
0.002321	0.028228
0.027896	0.004934
0.012615	-0.025528
-0.021331	-0.018646
-0.023012	0.016012
0.010159	0.026457
0.028269	-0.003088
0.004955	-0.027925
-0.025734	-0.011864
-0.017355	0.022057
